uniqueid,plotid,Soil sampling depth,subsample,year,sampledate,Bulk density,Water retention at 0 bar,Soil texture name,Soil pH,Cation exchange capacity (CEC),Soil organic carbon (SOC),Total nitrogen (TN),Soil nitrate,Standard soil fertility routine analysis: soil pH detected with the 1:1 H2O method,Standard soil fertility routine analysis: soil cation exchange capacity (CEC),Standard soil fertility routine analysis: soil calcium (Ca) by base saturation,Standard soil fertility routine analysis: soil magnesium (Mg) by base saturation,Standard soil fertility routine analysis: soil potassium (K) by base saturation,Standard soil fertility routine analysis: lime test index,Standard soil fertility routine analysis: soil potassium (K) concentration measured by ammonium acetate or Mehlich-3 test,Standard soil fertility routine analysis: soil calcium (Ca) concentration measured by ammonium acetate or Mehlich-3 test,Standard soil fertility routine analysis: soil magnesium (Mg) concentration measured by ammonium acetate or Mehlich-3 test,Percent sand,Percent silt,Percent clay,Water retention at 0.05 bar,Water retention at 0.1 bar,Water retention at 0.33 bar,Water retention at 15 bar
NWREC,3032,10 to 20,2,2014,M,1.2,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3032,10 to 20,3,2014,M,1.27,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3032,20 to 40,1,2011,2011-05-24,M,M,M,M,M,M,M,114.71,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3032,20 to 40,2,2014,M,1.11,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3032,20 to 40,3,2014,M,1.28,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3032,40 to 60,1,2011,2011-05-24,M,M,M,M,M,M,M,72.78,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3032,40 to 60,2,2014,M,1.28,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3032,40 to 60,3,2014,M,1.26,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3051,0 to 10,1,2011,2011-05-24,M,M,M,M,M,M,M,10.06,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3051,0 to 10,2,2014,M,1.15,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3051,0 to 10,3,2014,M,1.28,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3051,10 to 20,1,2011,2011-05-24,M,M,M,M,M,M,M,12.72,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3051,10 to 20,2,2014,M,1.19,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3051,10 to 20,3,2014,M,1.22,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3051,20 to 40,1,2011,2011-05-24,M,M,M,M,M,M,M,62.67,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3051,20 to 40,2,2014,M,1.26,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3051,20 to 40,3,2014,M,1.22,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3051,40 to 60,1,2011,2011-05-24,M,M,M,M,M,M,M,38.12,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3051,40 to 60,2,2014,M,1.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3051,40 to 60,3,2014,M,1.27,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3052,0 to 10,1,2011,2011-05-24,M,M,M,M,M,M,M,14.29,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3052,0 to 10,2,2014,M,1.45,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3052,0 to 10,3,2014,M,1.48,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3052,10 to 20,1,2011,2011-05-24,M,M,M,M,M,M,M,14.7,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3052,10 to 20,2,2014,M,1.53,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3052,10 to 20,3,2014,M,1.51,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3052,20 to 40,1,2011,2011-05-24,M,M,M,M,M,M,M,32.03,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3052,20 to 40,2,2014,M,1.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3052,20 to 40,3,2014,M,1.29,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3052,40 to 60,1,2011,2011-05-24,M,M,M,M,M,M,M,31.51,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3052,40 to 60,2,2014,M,1.26,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3052,40 to 60,3,2014,M,1.33,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3061,0 to 10,2,2014,M,1.48,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3061,0 to 10,3,2014,M,1.24,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3061,10 to 20,2,2014,M,1.38,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3061,10 to 20,3,2014,M,1.45,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3061,20 to 40,2,2014,M,1.3,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3061,20 to 40,3,2014,M,1.26,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3061,40 to 60,2,2014,M,1.27,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3061,40 to 60,3,2014,M,1.15,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3062,0 to 10,2,2014,M,1.31,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3062,0 to 10,3,2014,M,1.3,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3062,10 to 20,2,2014,M,1.4,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3062,10 to 20,3,2014,M,1.48,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3062,20 to 40,2,2014,M,1.29,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3062,20 to 40,3,2014,M,1.24,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3062,40 to 60,2,2014,M,1.35,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3062,40 to 60,3,2014,M,1.22,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3081,0 to 10,1,2011,2011-05-24,M,M,M,M,M,M,M,7.64,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3081,0 to 10,2,2014,M,1.3,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3081,0 to 10,3,2014,M,1.26,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3081,10 to 20,1,2011,2011-05-24,M,M,M,M,M,M,M,5.79,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3081,10 to 20,2,2014,M,1.41,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3081,10 to 20,3,2014,M,1.2,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3081,20 to 40,1,2011,2011-05-24,M,M,M,M,M,M,M,0.37,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3081,20 to 40,2,2014,M,1.2,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3081,20 to 40,3,2014,M,1.28,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3081,40 to 60,1,2011,2011-05-24,M,M,M,M,M,M,M,3.94,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3081,40 to 60,2,2014,M,1.27,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3081,40 to 60,3,2014,M,1.24,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3082,0 to 10,1,2011,2011-05-24,M,M,M,M,M,M,M,7.88,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3082,0 to 10,2,2014,M,1.32,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3082,0 to 10,3,2014,M,1.12,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3082,10 to 20,1,2011,2011-05-24,M,M,M,M,M,M,M,9.86,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3082,10 to 20,2,2014,M,1.35,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3082,10 to 20,3,2014,M,1.27,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3082,20 to 40,1,2011,2011-05-24,M,M,M,M,M,M,M,5.15,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3082,20 to 40,2,2014,M,1.33,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3082,20 to 40,3,2014,M,1.41,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3082,40 to 60,1,2011,2011-05-24,M,M,M,M,M,M,M,8.51,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3082,40 to 60,2,2014,M,1.3,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3082,40 to 60,3,2014,M,1.36,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3091,0 to 10,1,2011,2011-05-24,M,M,M,M,M,M,M,41.73,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3091,0 to 10,2,2014,M,1.45,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3091,0 to 10,3,2014,M,1.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3091,10 to 20,1,2011,2011-05-24,M,M,M,M,M,M,M,16.74,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3091,10 to 20,2,2014,M,1.45,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3091,10 to 20,3,2014,M,1.53,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3091,20 to 40,1,2011,2011-05-24,M,M,M,M,M,M,M,67.66,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3091,20 to 40,2,2014,M,1.29,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3091,20 to 40,3,2014,M,1.26,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3091,40 to 60,1,2011,2011-05-24,M,M,M,M,M,M,M,45.29,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3091,40 to 60,2,2014,M,1.36,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3091,40 to 60,3,2014,M,1.34,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3092,0 to 10,1,2011,2011-05-24,M,M,M,M,M,M,M,39.46,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3092,0 to 10,2,2014,M,1.3,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3092,0 to 10,3,2014,M,1.45,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3092,10 to 20,1,2011,2011-05-24,M,M,M,M,M,M,M,68.56,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3092,10 to 20,2,2014,M,1.29,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3092,10 to 20,3,2014,M,1.3,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3092,20 to 40,1,2011,2011-05-24,M,M,M,M,M,M,M,63.44,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3092,20 to 40,2,2014,M,1.23,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3092,20 to 40,3,2014,M,1.24,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3092,40 to 60,1,2011,2011-05-24,M,M,M,M,M,M,M,27.62,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3092,40 to 60,2,2014,M,1.32,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3092,40 to 60,3,2014,M,1.3,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3101,0 to 10,2,2014,M,1.3,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3101,0 to 10,3,2014,M,1.31,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3101,10 to 20,2,2014,M,1.4,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3101,10 to 20,3,2014,M,1.48,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3101,20 to 40,2,2014,M,1.15,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3101,20 to 40,3,2014,M,1.28,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3101,40 to 60,2,2014,M,1.29,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3101,40 to 60,3,2014,M,1.3,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3102,0 to 10,2,2014,M,1.36,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3102,0 to 10,3,2014,M,1.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3102,10 to 20,2,2014,M,1.28,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3102,10 to 20,3,2014,M,1.32,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3102,20 to 40,2,2014,M,1.37,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3102,20 to 40,3,2014,M,1.38,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3102,40 to 60,2,2014,M,1.37,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,3102,40 to 60,3,2014,M,1.42,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4021,0 to 10,2,2014,M,1.27,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4021,0 to 10,3,2014,M,1.16,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4021,10 to 20,2,2014,M,1.48,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4021,10 to 20,3,2014,M,1.57,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4021,20 to 40,2,2014,M,1.29,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4021,20 to 40,3,2014,M,1.3,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4021,40 to 60,2,2014,M,1.24,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4021,40 to 60,3,2014,M,1.17,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4022,0 to 10,2,2014,M,1.16,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4022,0 to 10,3,2014,M,1.51,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4022,10 to 20,2,2014,M,1.29,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4022,10 to 20,3,2014,M,1.25,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4022,20 to 40,2,2014,M,1.33,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4022,20 to 40,3,2014,M,1.28,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4022,40 to 60,2,2014,M,1.31,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4022,40 to 60,3,2014,M,1.26,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4041,0 to 10,1,2011,2011-05-24,M,M,M,M,M,M,M,20.05,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4041,0 to 10,2,2014,M,1.32,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4041,0 to 10,3,2014,M,1.11,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4041,10 to 20,1,2011,2011-05-24,M,M,M,M,M,M,M,37.81,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4041,10 to 20,2,2014,M,1.46,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4041,10 to 20,3,2014,M,1.34,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4041,20 to 40,1,2011,2011-05-24,M,M,M,M,M,M,M,17.3,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4041,20 to 40,2,2014,M,1.22,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4041,20 to 40,3,2014,M,1.29,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4041,40 to 60,1,2011,2011-05-24,M,M,M,M,M,M,M,16.59,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4041,40 to 60,2,2014,M,1.32,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4041,40 to 60,3,2014,M,1.3,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4042,0 to 10,1,2011,2011-05-24,M,M,M,M,M,M,M,26.53,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4042,0 to 10,2,2014,M,1.11,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4042,0 to 10,3,2014,M,1.25,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4042,10 to 20,1,2011,2011-05-24,M,M,M,M,M,M,M,15.67,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4042,10 to 20,2,2014,M,1.39,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4042,10 to 20,3,2014,M,1.42,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4042,20 to 40,1,2011,2011-05-24,M,M,M,M,M,M,M,2.83,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4042,20 to 40,2,2014,M,1.25,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4042,20 to 40,3,2014,M,1.24,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4042,40 to 60,1,2011,2011-05-24,M,M,M,M,M,M,M,1.27,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4042,40 to 60,2,2014,M,1.34,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4042,40 to 60,3,2014,M,1.08,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4051,0 to 10,2,2014,M,1.41,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4051,0 to 10,3,2014,M,1.24,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4051,10 to 20,2,2014,M,1.43,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4051,10 to 20,3,2014,M,1.47,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4051,20 to 40,2,2014,M,1.32,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4051,20 to 40,3,2014,M,1.36,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4051,40 to 60,2,2014,M,1.29,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4051,40 to 60,3,2014,M,1.32,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4052,0 to 10,2,2014,M,1.48,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4052,0 to 10,3,2014,M,1.23,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4052,10 to 20,2,2014,M,1.44,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4052,10 to 20,3,2014,M,1.51,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4052,20 to 40,2,2014,M,1.3,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4052,20 to 40,3,2014,M,1.31,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4052,40 to 60,2,2014,M,1.25,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4052,40 to 60,3,2014,M,1.24,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4061,0 to 10,1,2011,2011-05-24,M,M,M,M,M,M,M,56.63,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4061,0 to 10,2,2014,M,1.45,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4061,0 to 10,3,2014,M,1.31,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4061,10 to 20,1,2011,2011-05-24,M,M,M,M,M,M,M,60.6,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4061,10 to 20,2,2014,M,1.39,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4061,10 to 20,3,2014,M,1.25,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4061,20 to 40,1,2011,2011-05-24,M,M,M,M,M,M,M,113.26,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4061,20 to 40,2,2014,M,1.24,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4061,20 to 40,3,2014,M,1.3,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4061,40 to 60,1,2011,2011-05-24,M,M,M,M,M,M,M,38.42,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4061,40 to 60,2,2014,M,1.31,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4061,40 to 60,3,2014,M,1.32,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4062,0 to 10,1,2011,2011-05-24,M,M,M,M,M,M,M,95.12,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4062,0 to 10,2,2014,M,1.33,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4062,0 to 10,3,2014,M,1.52,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4062,10 to 20,1,2011,2011-05-24,M,M,M,M,M,M,M,67.6,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4062,10 to 20,2,2014,M,1.48,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4062,10 to 20,3,2014,M,1.47,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
NWREC,4062,20 to 40,1,2011,2011-05-24,M,M,M,M,M,M,M,76.52,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
